200	3
210	1107	1.2
475	7669	0.8
91	3263	0.8
123	6765	0.9
193	5748	0.9
492	8107	0.8
478	7956	0.5
117	2189	1.3
102	103	1.1
358	1575	1.4
428	3242	1.3
483	1882	1.3
133	3348	1.2
216	164	0.5
168	1982	1.3
21	1021	0.6
75	4209	1.5
298	5936	0.6
177	2528	1.1
461	1696	0.6
323	1210	1.4
393	1304	1.0
428	5966	1.2
272	6842	1.1
375	4988	0.6
179	5076	0.6
204	5989	1.1
359	6640	1.1
278	421	0.5
36	4124	1.0
11	7954	1.3
392	4846	1.1
157	231	0.6
191	5026	1.1
398	7869	1.3
236	6617	1.5
267	1049	1.1
314	7499	1.1
229	4128	0.8
236	7182	1.1
246	6101	0.7
416	5963	1.3
196	5202	1.4
326	388	0.8
469	6673	0.5
168	7793	1.3
133	551	1.4
196	5843	0.7
57	66	40
1	50	97
62	51	83
86	47	4
14	69	91
10	40	0
65	97	100
32	46	93
81	25	41
62	82	59
16	35	80
62	76	85
58	20	93
37	44	87
56	51	27
43	25	70
75	54	49
67	43	57
56	0	96
9	61	89
17	72	2
28	46	18
53	66	99
62	10	37
33	2	25
97	1	56
64	49	48
95	60	95
6	49	63
6	45	1
28	67	20
23	61	53
82	83	59
12	97	81
64	33	23
37	71	22
20	88	97
7	6	7
67	97	59
34	22	72
73	94	91
79	67	5
37	94	54
79	44	96
62	63	15
64	29	72
72	10	56
43	26	59
38	56	3
97	58	62
4	8	65
55	60	10
26	38	94
90	71	9
25	88	100
25	43	18
6	67	74
51	73	60
72	67	71
83	69	20
51	13	95
85	45	36
17	50	57
72	7	33
80	56	86
68	2	11
41	39	50
59	90	31
23	99	71
52	72	6
30	95	78
96	96	18
80	63	4
90	7	84
73	71	69
76	74	14
55	94	18
24	97	66
96	47	52
53	74	86
50	26	17
54	69	45
25	85	76
41	33	24
18	79	98
0	68	7
3	12	32
70	1	20
23	80	35
95	96	41
46	94	57
17	27	30
43	25	15
6	82	53
79	52	19
90	6	74
48	66	53
47	100	70
30	32	47
74	15	72
79	10	71
52	81	34
22	64	12
28	15	65
84	60	82
75	32	80
40	96	17
43	69	8
14	49	61
14	27	98
11	85	17
37	45	96
53	9	30
96	78	74
89	92	10
2	49	97
68	38	54
24	29	12
62	90	22
93	66	76
63	81	63
36	20	25
84	5	46
54	45	69
32	11	16
72	31	97
55	24	30
83	18	70
75	22	7
86	62	12
34	79	92
29	75	37
84	6	15
21	72	55
26	31	57
16	94	44
57	39	35
70	10	59
21	98	87
0	48	96
61	48	67
37	96	27
18	100	97
40	84	33
82	81	98
33	27	95
31	0	37
2	95	46
94	42	65
24	37	53
92	22	37
70	85	19
94	39	30
38	37	16
50	86	70
75	50	29
7	78	56
84	63	40
2	71	54
33	67	20
41	63	11
70	1	74
20	47	48
3	11	72
76	49	91
75	71	60
40	75	50
27	10	94
66	81	94
63	55	64
62	9	52
94	45	48
54	85	26
96	62	41
31	22	73
85	97	52
59	39	89
31	2	32
53	80	18
34	69	47
54	92	100
68	65	85
100	67	84
56	68	90
76	49	22
14	78	96
76	18	50
90	84	60
100	9	57
47	34	85
94	48	96
3	44	25
15	53	42
41	73	69
25	12	74
2	84	76
34	81	50
32	99	71
78	28	68
3	11	52
