75	20																		
59	13	99	99	24	71	58	12	6	55	20	95	57	7	47	54	53	100	30	23
31	47	40	39	10	89	75	51	24	4	67	67	98	12	55	71	84	58	2	71
66	68	98	4	99	76	60	59	7	30	59	80	94	25	9	24	84	83	47	74
44	36	90	42	44	67	6	60	87	44	64	30	49	35	51	85	34	36	83	82
70	36	59	25	25	25	30	3	16	81	73	43	95	50	50	53	37	4	51	67
72	81	70	54	48	33	74	60	76	2	3	66	84	8	97	52	23	96	19	28
6	5	18	50	41	5	5	31	71	94	97	72	98	69	9	30	48	50	78	88
52	70	18	63	60	75	15	39	31	68	22	61	40	19	28	60	90	25	47	96
13	62	14	66	84	4	22	32	9	58	71	55	40	70	22	41	54	9	67	25
21	91	71	57	18	79	68	84	87	27	59	3	54	56	84	97	70	11	5	74
29	94	83	61	91	10	20	93	68	60	30	78	60	39	29	75	94	68	55	65
17	31	67	24	59	34	70	82	82	69	51	80	63	6	1	49	3	41	31	49
90	89	64	21	1	10	35	1	85	88	14	31	94	66	66	18	4	15	78	97
77	78	42	50	21	26	58	22	55	79	36	79	6	56	16	6	25	2	63	9
34	34	94	35	50	92	5	43	98	28	59	99	80	36	70	59	22	38	76	7
40	19	36	24	41	44	69	90	42	46	51	88	19	94	68	53	75	83	36	41
99	17	10	90	75	43	68	8	43	69	3	71	55	38	79	85	87	23	85	83
42	41	84	32	57	75	43	73	81	57	33	95	41	7	94	78	88	70	90	33
22	26	50	73	15	51	61	83	60	97	83	33	57	60	31	82	34	59	43	13
20	33	25	63	6	6	14	61	10	100	20	86	8	83	31	70	4	52	61	72
41	47	51	73	8	3	21	55	85	1	37	75	24	88	63	40	2	33	87	83
14	81	96	3	25	25	23	39	65	62	50	49	59	10	17	15	59	15	88	46
93	69	51	76	89	86	86	12	55	68	2	82	93	10	12	45	28	32	55	82
59	73	34	40	53	20	5	96	85	30	60	72	30	74	89	1	91	47	7	42
16	79	87	70	98	88	95	41	9	85	16	43	1	13	17	84	50	44	85	97
94	97	78	63	27	77	98	19	7	93	88	43	59	64	86	16	37	36	56	48
47	64	98	43	71	98	83	30	83	40	17	45	86	86	14	46	6	57	13	16
