75	20																		
31	55	98	26	72	43	1	15	7	22	5	75	8	81	44	6	69	35	76	36
35	14	10	23	82	7	21	11	48	22	46	36	77	21	91	75	39	94	89	29
32	66	16	11	94	42	7	86	22	93	47	91	38	58	18	77	85	2	28	20
60	4	41	20	19	13	56	47	18	77	81	20	52	11	73	67	42	52	16	38
78	45	32	4	92	14	92	22	44	43	48	28	5	21	32	25	70	62	2	38
73	31	63	44	74	62	63	66	38	82	70	44	9	56	91	55	57	72	59	99
55	30	32	44	52	98	43	59	60	11	96	23	98	8	75	87	12	51	86	26
61	32	64	33	37	91	30	6	96	73	100	45	35	94	31	75	72	91	6	49
51	56	5	66	63	31	48	36	57	35	80	14	4	56	34	1	98	9	67	23
12	44	30	23	93	37	44	4	80	88	59	60	17	61	81	67	76	46	44	27
54	63	38	9	12	50	93	90	24	51	85	38	10	3	96	4	16	71	33	65
13	5	50	53	31	38	93	98	76	64	33	27	44	97	28	67	55	75	60	68
51	88	17	10	86	93	67	58	47	96	1	32	4	86	49	34	53	76	72	91
53	53	12	60	38	32	64	25	73	39	11	84	2	37	59	12	97	15	42	12
30	67	32	7	73	98	58	79	15	10	13	35	74	43	81	29	97	61	70	37
18	24	1	82	2	57	45	23	58	51	80	67	80	20	63	41	89	5	78	95
78	39	69	38	61	1	51	88	14	29	10	84	6	11	79	26	34	63	15	42
95	56	7	55	10	48	24	29	18	36	28	15	64	83	27	90	19	80	55	55
82	42	15	39	36	40	36	25	32	90	80	16	89	29	31	62	54	21	95	42
74	88	16	18	50	45	87	81	41	32	41	65	42	64	38	98	74	79	60	30
31	11	59	48	87	54	99	26	57	31	9	68	10	32	23	76	42	71	98	75
40	55	17	8	9	84	22	16	14	78	8	54	2	100	84	1	43	40	82	56
11	86	88	2	1	78	28	29	75	90	86	79	56	60	44	3	87	52	10	79
81	97	95	62	74	4	17	71	26	9	16	21	31	28	52	37	11	99	7	72
10	4	89	40	65	52	11	72	76	4	98	85	15	48	81	83	76	100	19	91
85	49	40	18	34	41	59	85	62	65	53	2	17	87	30	45	68	95	22	15
16	1	49	99	67	12	35	91	46	10	31	25	74	36	22	52	97	53	14	49
40	51	39	14	75	33	36	94	12	82	6	34	47	13	5	60	100	64	17	23
17	16	57	16	94	95	87	25	72	47	75	35	21	60	53	48	37	48	80	90
33	39	78	86	85	17	35	37	62	97	62	57	8	44	65	21	95	45	77	32
98	86	100	29	34	40	55	11	43	51	15	54	44	57	63	9	84	24	6	52
50	51	46	73	52	32	45	51	100	49	9	6	89	17	97	65	40	75	91	81
49	49	65	75	75	84	27	86	45	60	41	18	30	66	39	71	25	17	80	72
81	24	30	12	63	14	51	72	13	75	35	19	76	71	89	30	23	91	46	6
57	42	39	91	3	64	90	88	66	12	39	65	66	24	69	73	47	65	88	88
13	96	17	41	6	1	42	40	89	12	26	35	58	43	28	53	32	31	30	47
